urban_rural,region,age,gender,education,employment_status,occupation,country_direction,economic_condition,presidents_performance,trust_president,corruption_level,handle_economy,handle_corruption,news_radio,news_tv,news_newspapers,news_social_media,news_internet,voted_last_election,party_voted_for,education_grouped,occupation_grouped
Rural,Makueni,55.0,Man,Intermediate school or Some secondary school / high school,Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Never,Never,Never,Never,I voted in the election,Wiper Democratic Movement (WDM–K),Secondary School,Skilled/Unskilled Labor
Rural,Makueni,24.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Approve,Somewhat,Increased somewhat,Fairly badly,Fairly badly,A few times a month,Never,A few times a week,Every day,A few times a month,I did not vote,Wiper Democratic Movement (WDM–K),Certificate/Diploma,Agriculture
Rural,Lamu,70.0,Man,No formal schooling,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Strongly approve,A lot,Stayed the same,Very badly,Fairly well,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,I voted in the election,United Democratic Alliance (UDA),Informal Schooling,Skilled/Unskilled Labor
Rural,Lamu,35.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Less than once a month,Never,Never,Never,Never,I voted in the election,Would not vote,Secondary School,Skilled/Unskilled Labor
Rural,Kakamega,52.0,Woman,Secondary school / high school completed,Employed (Part-time),Retail / Shop,Going in the right direction,Fairly good,Approve,A lot,Stayed the same,Fairly well,Fairly well,A few times a week,Every day,Never,A few times a week,A few times a month,I voted in the election,United Democratic Alliance (UDA),Secondary School,Trader
Rural,Kakamega,40.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Approve,Just a little,Stayed the same,Fairly well,Fairly well,Every day,Less than once a month,Never,Never,Never,I voted in the election,Would not vote,Secondary School,Agriculture
Rural,Lamu,46.0,Man,Secondary school / high school completed,Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,A few times a month,Less than once a month,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Rural,Wajir,25.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly good,Disapprove,Somewhat,Increased a lot,Fairly badly,Fairly well,A few times a week,Every day,Never,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Housewife
Rural,Lamu,29.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Never had a job,Going in the wrong direction,Very bad,Undecided/No Response,Just a little,Increased a lot,Very badly,Very badly,Never,Never,Never,Never,Never,I did not vote,Would not vote,Secondary School,Undecided/No Response
Rural,Wajir,50.0,Man,Primary school completed,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Somewhat,Stayed the same,Fairly badly,Very badly,Every day,A few times a month,Never,A few times a week,A few times a month,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Kakamega,22.0,Man,Primary school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Fairly bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Fairly badly,Every day,A few times a week,Never,Never,Never,I did not vote,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Wajir,29.0,Woman,Primary school completed,Employed (Part-time),Trader / hawker / vendor,Going in the right direction,Fairly good,Approve,Somewhat,Increased a lot,Fairly badly,Fairly badly,Every day,Every day,Never,A few times a week,A few times a week,I voted in the election,Jubilee Alliance Party (JAP),Primary School,Trader
Rural,Wajir,23.0,Man,Primary school completed,Unemployed (Actively looking),Never had a job,Going in the wrong direction,Fairly bad,Disapprove,Not at all,Increased a lot,Fairly badly,Fairly badly,Every day,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Undecided/No Response
Rural,Makueni,25.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Somewhat,Increased a lot,Very badly,Fairly badly,Every day,Every day,Never,Every day,Every day,I voted in the election,Wiper Democratic Movement (WDM–K),Certificate/Diploma,Trader
Urban,Kirinyaga,25.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly bad,Disapprove,Somewhat,Increased a lot,Very badly,Very well,A few times a week,Every day,A few times a month,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Professional
Rural,Kakamega,21.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Never had a job,Going in the wrong direction,Fairly bad,Approve,Undecided/No Response,Decreased a lot,Fairly badly,Fairly well,Less than once a month,Every day,Never,A few times a week,A few times a week,I was too young to vote,Would not vote,Secondary School,Undecided/No Response
Urban,Kirinyaga,26.0,Man,Secondary school / high school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Fairly good,Approve,Somewhat,Increased somewhat,Fairly well,Fairly well,Every day,Every day,Less than once a month,Every day,Less than once a month,I did not vote,Undecided/No Response,Secondary School,Skilled/Unskilled Labor
Urban,Kirinyaga,48.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly good,Approve,Somewhat,Stayed the same,Fairly well,Fairly well,A few times a week,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Housewife
Urban,Kisii,20.0,Woman,Some university,Unemployed (Not looking),Student,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Never,A few times a week,Never,Every day,Every day,I did not vote,Jubilee Alliance Party (JAP),Bachelors Degree,Student
Urban,Kisii,28.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Approve,Somewhat,Increased a lot,Fairly badly,Fairly badly,Every day,Less than once a month,Never,Every day,Every day,I voted in the election,Wiper Democratic Movement (WDM–K),Certificate/Diploma,Trader
Urban,Kisii,20.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Disapprove,Somewhat,Increased somewhat,Very badly,Very badly,Every day,A few times a month,Less than once a month,Every day,Every day,I did not vote,United Democratic Alliance (UDA),Secondary School,Trader
Rural,Kakamega,42.0,Man,Some primary schooling,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Very bad,Approve,A lot,Decreased a lot,Fairly well,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Urban,Kisii,18.0,Man,Secondary school / high school completed,Unemployed (Not looking),Student,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very badly,Fairly well,A few times a week,Every day,Never,Every day,Never,I did not vote,Orange Democratic Movement (ODM),Secondary School,Student
Urban,Kirinyaga,24.0,Man,Secondary school / high school completed,Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly bad,Strongly approve,Just a little,Stayed the same,Fairly well,Fairly well,A few times a month,Every day,Never,Every day,A few times a month,I did not vote,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Kakamega,45.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Fairly badly,Very badly,A few times a week,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Rural,Kakamega,39.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Housewife / homemaker,Going in the wrong direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Fairly badly,Very badly,Every day,Every day,Never,A few times a week,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Housewife
Rural,Kakamega,35.0,Man,Secondary school / high school completed,Employed (Part-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Disapprove,Just a little,Increased somewhat,Fairly well,Fairly badly,A few times a week,Every day,Never,Every day,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Agriculture
Rural,Nyamira  ,34.0,Woman,Some primary schooling,Employed (Part-time),Trader / hawker / vendor,Going in the wrong direction,Fairly bad,Disapprove,A lot,Stayed the same,Fairly well,Fairly well,Never,Never,Never,Never,Never,I voted in the election,Undecided/No Response,Primary School,Trader
Rural,Nyamira  ,35.0,Woman,Some primary schooling,Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Stayed the same,Very badly,Very badly,Every day,Never,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Rural,Nyamira  ,35.0,Woman,University completed,Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly good,Approve,Not at all,Increased a lot,Fairly well,Very badly,A few times a week,Every day,Never,Every day,Every day,I voted in the election,Would not vote,Bachelors Degree,Professional
